UPDATE9_TITLE	{《No Man's Sky Frontiers》更新}
UI_SETTLEMENT_POI_NAME_FACT	{工厂模块}
UI_SETTLEMENT_POI_NAME_FACT_1	{矿石开采单元}
UI_SETTLEMENT_POI_NAME_FACT_2	{合成厂房}
UI_SETTLEMENT_POI_NAME_FACT_3	{生产单元}
UI_SETTLEMENT_POI_NAME_FACT_4	{工业厂房}
UI_SETTLEMENT_POI_NAME_FACT_5	{生产设施}
UI_SETTLEMENT_POI_NAME_UNIT	{设施模块}
UI_SETTLEMENT_POI_NAME_UNIT_1	{能量生成器}
UI_SETTLEMENT_POI_NAME_UNIT_2	{机械单元}
UI_SETTLEMENT_POI_NAME_UNIT_3	{发电机室}
UI_SETTLEMENT_POI_NAME_UNIT_4	{环境控制单元}
UI_SETTLEMENT_POI_NAME_UNIT_5	{危险控制单元}
UI_SETTLEMENT_POI_NAME_CLUMP	{废品堆}
UI_SETTLEMENT_POI_NAME_CLUMP_1	{废品堆}
UI_SETTLEMENT_POI_NAME_CLUMP_2	{废料堆}
UI_SETTLEMENT_POI_NAME_CLUMP_3	{废物处理管道}
UI_SETTLEMENT_POI_NAME_CLUMP_4	{材料交易所}
UI_SETTLEMENT_POI_NAME_CLUMP_5	{装备仓库}
UI_PERK_NEGATIVE_DESC_POP	{偶发人口损失}
UI_PERK_NEGATIVE_DESC_PROD	{降低生产效率}
UI_PERK_NEGATIVE_DESC_MOOD	{减少居民幸福度}
UI_PERK_NEGATIVE_DESC_SENT	{增加护卫关注度}
UI_PERK_NEGATIVE_DESC_COST	{增加维护花费}
UI_PERK_NEGATIVE_TITLE_1	{虫害}
UI_PERK_NEGATIVE_TITLE_2	{建立在被诅咒的土地上}
UI_PERK_NEGATIVE_TITLE_3	{高放射性}
UI_PERK_NEGATIVE_TITLE_4	{刺鼻的食品罐头厂}
UI_PERK_NEGATIVE_TITLE_5	{险恶的AI霸主}
UI_PERK_NEGATIVE_TITLE_6	{有毒的水}
UI_PERK_NEGATIVE_TITLE_7	{贸易网络失灵}
UI_PERK_NEGATIVE_TITLE_8	{遗留的纳米机器人}
UI_PERK_NEGATIVE_TITLE_9	{原型建筑材料}
UI_PERK_NEGATIVE_TITLE_10	{压抑的气氛}
UI_PERK_NEGATIVE_TITLE_11	{局部气体爆发}
UI_PERK_NEGATIVE_TITLE_12	{建立在断层线上}
UI_PERK_NEGATIVE_TITLE_13	{禁止跳舞}
UI_PERK_NEGATIVE_TITLE_14	{信号盲区}
UI_PERK_NEGATIVE_TITLE_15	{引力异常}
UI_PERK_NEGATIVE_TITLE_16	{不可饮用的水}
UI_PERK_NEGATIVE_TITLE_17	{局部认知危害}
UI_PERK_NEGATIVE_TITLE_18	{令人窒息的空气}
UI_PERK_NEGATIVE_TITLE_19	{充满寄生虫卵}
UI_PERK_NEGATIVE_TITLE_20	{建立在沙地上}
UI_PERK_NEGATIVE_TITLE_21	{频繁的小型地震}
UI_PERK_NEGATIVE_TITLE_22	{懒散的居民}
UI_PERK_NEGATIVE_TITLE_23	{未开化的}
UI_PERK_NEGATIVE_TITLE_24	{局部流沙}
UI_PERK_NEGATIVE_TITLE_25	{思想警察网络}
UI_PERK_NEGATIVE_TITLE_26	{盗贼的目标}
UI_PERK_NEGATIVE_TITLE_27	{粗鲁的居民}
UI_PERK_NEGATIVE_TITLE_28	{装饰不佳}
UI_PERK_NEGATIVE_TITLE_29	{泄露的管道}
UI_PERK_NEGATIVE_TITLE_30	{很多蜘蛛}
UI_PERK_NEGATIVE_TITLE_31	{间歇性的照明故障}
UI_PERK_NEGATIVE_TITLE_32	{不幸}
UI_PERK_NEGATIVE_TITLE_33	{闹鬼}
UI_PERK_NEGATIVE_TITLE_34	{禁止宠物}
UI_PERK_NEGATIVE_TITLE_35	{居民都是无性繁殖的}
UI_PERK_NEGATIVE_EXTRA_TITLE_1	{怀疑的气氛}
UI_PERK_NEGATIVE_EXTRA_TITLE_2	{持续的静电噪音}
UI_PERK_NEGATIVE_EXTRA_TITLE_3	{怀疑有敌方间谍}
UI_PERK_NEGATIVE_EXTRA_TITLE_4	{间歇性受到巫术诅咒}
UI_PERK_NEGATIVE_EXTRA_TITLE_5	{不详的气氛}
UI_PERK_NEGATIVE_EXTRA_TITLE_6	{末日感}
UI_PERK_NEGATIVE_EXTRA_TITLE_7	{腐败的空气}
UI_PERK_NEGATIVE_EXTRA_TITLE_8	{骗子的目标}
UI_PERK_NEGATIVE_EXTRA_TITLE_9	{居民加入邪教}
UI_PERK_NEGATIVE_EXTRA_TITLE_10	{电子设备故障}
UI_PERK_NEGATIVE_EXTRA_TITLE_11	{罕见的厄运迷雾}
UI_PERK_NEGATIVE_EXTRA_TITLE_12	{整体无精打采}
UI_PERK_NEGATIVE_EXTRA_TITLE_13	{整体不安}
UI_PERK_NEGATIVE_EXTRA_TITLE_14	{不明噪音}
UI_PERK_NEGATIVE_EXTRA_TITLE_15	{偶见血雨}
UI_PERK_POSITIVE_DESC_POP	{增加人口}
UI_PERK_POSITIVE_DESC_PROD	{提高生产效率}
UI_PERK_POSITIVE_DESC_MOOD	{提高居民幸福度}
UI_PERK_POSITIVE_DESC_SENT	{减少护卫关注度}
UI_PERK_POSITIVE_DESC_COST	{减少维护花费}
UI_PERK_BLESSING_POS	{被%BLESSING%祝福}
UI_PERK_BLESSING_NEG	{被%BLESSING%诅咒}
UI_PERK_POSITIVE_TITLE_1	{电磁热点}
UI_PERK_POSITIVE_TITLE_2	{海藻农场供应食物}
UI_PERK_POSITIVE_TITLE_3	{自动化气候护盾}
UI_PERK_POSITIVE_TITLE_4	{充足的纳米机器人}
UI_PERK_POSITIVE_TITLE_5	{异象扫描仪}
UI_PERK_POSITIVE_TITLE_6	{星际信号阵列}
UI_PERK_POSITIVE_TITLE_7	{制图无人机}
UI_PERK_POSITIVE_TITLE_8	{时空异象防护}
UI_PERK_POSITIVE_TITLE_9	{受教育的居民}
UI_PERK_POSITIVE_TITLE_10	{宣传内容播送阵列}
UI_PERK_POSITIVE_TITLE_11	{催眠无人机}
UI_PERK_POSITIVE_TITLE_12	{机器人管家}
UI_PERK_POSITIVE_TITLE_13	{赏金扫描仪}
UI_PERK_POSITIVE_TITLE_14	{回收无人机}
UI_PERK_POSITIVE_TITLE_15	{被群星祝福}
UI_PERK_POSITIVE_TITLE_16	{训练有素的居民}
UI_PERK_POSITIVE_TITLE_17	{丰富多彩的油漆}
UI_PERK_POSITIVE_TITLE_18	{公共艺术作品}
UI_PERK_POSITIVE_TITLE_19	{骨骼回收单元}
UI_PERK_POSITIVE_TITLE_20	{有工会的劳动力}
UI_PERK_POSITIVE_TITLE_21	{高加班费}
UI_PERK_POSITIVE_TITLE_22	{工厂有睡眠舱}
UI_PERK_POSITIVE_TITLE_23	{强制大脑植入物}
UI_PERK_POSITIVE_TITLE_24	{被潮汐祝福}
UI_PERK_BLESSING1	{群星}
UI_PERK_BLESSING2	{潮汐}
UI_PERK_BLESSING3	{阿特拉斯}
UI_PERK_BLESSING4	{上古存在}
UI_PERK_BLESSING5	{“泰坦蠕虫”}
UI_PERK_BLESSING6	{艾隆}
UI_PERK_BLESSING7	{失落者}
UI_PERK_BLESSING8	{大地}
UI_PERK_BLESSING9	{天风}
UI_PERK_BLESSING10	{流水}
UI_PERK_BLESSING11	{迷雾}
UI_PERK_BLESSING12	{深渊}
UI_PERK_BLESSING13	{翻滚之心}
UI_PERK_BLESSING14	{月亮}
UI_PERK_PERSON_JOB_1	{面包师}
UI_PERK_PERSON_JOB_2	{说书人}
UI_PERK_PERSON_JOB_3	{研究者}
UI_PERK_PERSON_JOB_4	{害虫防治人员}
UI_PERK_PERSON_JOB_5	{雇佣兵}
UI_PERK_PERSON_JOB_6	{医师}
UI_PERK_PERSON_JOB_7	{先知}
UI_PERK_PERSON_JOB_8	{艺术家}
UI_PERK_PERSON_JOB_9	{音乐家}
UI_PERK_PERSON_JOB_10	{女帽制造商}
UI_PERK_PERSON_JOB_11	{工程师}
UI_PERK_PERSON_JOB_12	{厨师}
UI_PERK_PERSON_JOB_13	{农学家}
UI_PERK_PERSON_JOB_14	{数学家}
UI_PERK_PERSON_JOB_15	{术士}
UI_PERK_PERSON_JOB_16	{异星生物学家}
UI_PERK_PERSON_JOB_17	{屠夫}
UI_PERK_PERSON_JOB_18	{农民}
UI_PERK_PERSON_JOB_19	{冰块工程师}
UI_PERK_PERSON_JOB_20	{碎片清除员}
UI_PERK_PERSON_JOB_21	{食品技术员}
UI_PERK_PERSON_JOB_22	{垃圾管理员}
UI_PERK_PERSON_JOB_23	{伦理顾问}
UI_PERK_PERSON_JOB_24	{酿酒技术员}
UI_PERK_PERSON_JOB_25	{遗物猎人}
UI_PERK_PERSON_JOB_26	{生物学家}
UI_PERK_PERSON_JOB_27	{间谍}
UI_PERK_PERSON_JOB_28	{AI操作员}
UI_PERK_PERSON_JOB_29	{计算主义者}
UI_PERK_PERSON_JOB_30	{通灵师}
UI_PERK_PERSON_JOB_31	{遗传学家}
UI_PERK_PERSON_JOB_32	{控制论专家}
UI_PERK_PERSON_JOB_33	{灭虫者}
UI_PERK_PERSON_JOB_34	{语言学家}
UI_PERK_PERSON_JOB_35	{口译译员}
UI_PERK_PERSON_JOB_36	{赏金猎人}
UI_PERK_PERSON_JOB_37	{机器人术士}
UI_PERK_PERSON_JOB_38	{占卜师}
UI_PERK_PERSON_JOB_39	{旗手}
UI_PERK_PERSON_JOB_40	{城镇公告员}
UI_PERK_PERSON_JOB_41	{读心大师}
UI_PERK_PERSON_JOB_42	{植物学家}
UI_PERK_PERSON_TITLE_1	{专家%JOB%}
UI_PERK_PERSON_TITLE_2	{老手%JOB%}
UI_PERK_PERSON_TITLE_3	{高级%JOB%}
UI_PERK_PERSON_TITLE_4	{职业%JOB%}
UI_SETTLEMENT_PERK_PROC_1	{%OBJECT%%FACTORY%}
UI_SETTLEMENT_PERK_PROC_2	{%FOOD%%FARM%}
UI_SETTLEMENT_PERK_PROC_3	{%BAR_ADJ%的%BAR%}
UI_SETTLEMENT_PERK_PROC_4	{%SHOP_ADJ%的%SHOP%}
UI_SETTLEMENT_PERK_PROC_5	{%PROCESS%%FACILITY%}
UI_SETTLEMENT_PERK_PROC_6	{%HAPPY_ADJ%的%HAPPY_FACILITY%}
UI_SETTLEMENT_PERK_PROC_7	{%JOBLEVEL%}
UI_SETTLEMENT_PERK_PROC_8	{%TECH_ADJ%的%TECH%}
UI_SETTLEMENT_PERK_PROC_9	{%COST_ADJ%%COST%}
UI_SETTLEMENT_PERK_PROC_10	{%PROD_ADJ%%PROD%}
UI_SETTLEMENT_PERK_PROC_11	{%POP_ADJ%%POP%}
UI_SETTLEMENT_PERK_PROC_12	{%SENT_ADJ%%SENT%}
UI_SETTLEMENT_PERK_PROC_13	{%FUN_ADJ%%FUN_FACILITY%}
UI_PERK_JOB_DESC	{%JOB_STAT%}
UI_SETTLEMENT_PERK_POP_1	{睡眠舱}
UI_SETTLEMENT_PERK_POP_2	{栖息地}
UI_SETTLEMENT_PERK_POP_3	{空间压缩器}
UI_SETTLEMENT_PERK_POP_4	{舱室}
UI_SETTLEMENT_PERK_POP_5	{巢}
UI_SETTLEMENT_PERK_POP_6	{卧铺}
UI_SETTLEMENT_PERK_POP_7	{生活舱}
UI_SETTLEMENT_PERK_POP_8	{睡眠壳}
UI_SETTLEMENT_PERK_POP_9	{冷冻舱}
UI_SETTLEMENT_PERK_POP_10	{睡眠护套}
UI_SETTLEMENT_PERK_POP_ADJ_1	{装饰精美}
UI_SETTLEMENT_PERK_POP_ADJ_2	{迷人}
UI_SETTLEMENT_PERK_POP_ADJ_3	{高效}
UI_SETTLEMENT_PERK_POP_ADJ_4	{包装精美}
UI_SETTLEMENT_PERK_POP_ADJ_5	{多用途}
UI_SETTLEMENT_PERK_POP_ADJ_6	{多人}
UI_SETTLEMENT_PERK_POP_ADJ_7	{高占用率}
UI_SETTLEMENT_PERK_POP_ADJ_8	{通风良好}
UI_SETTLEMENT_PERK_POP_ADJ_9	{温馨}
UI_SETTLEMENT_PERK_POP_ADJ_10	{呵护}
UI_SETTLEMENT_PERK_OBJECT_1	{钴}
UI_SETTLEMENT_PERK_OBJECT_2	{铁氧体}
UI_SETTLEMENT_PERK_OBJECT_3	{碳}
UI_SETTLEMENT_PERK_OBJECT_4	{硅酸盐}
UI_SETTLEMENT_PERK_OBJECT_5	{碳}
UI_SETTLEMENT_PERK_OBJECT_6	{等离子}
UI_SETTLEMENT_PERK_OBJECT_7	{氮}
UI_SETTLEMENT_PERK_OBJECT_8	{钠}
UI_SETTLEMENT_PERK_OBJECT_9	{二氢}
UI_SETTLEMENT_PERK_OBJECT_10	{氚}
UI_SETTLEMENT_PERK_OBJECT_11	{氡}
UI_SETTLEMENT_PERK_OBJECT_12	{硫磺}
UI_SETTLEMENT_PERK_OBJECT_13	{电子}
UI_SETTLEMENT_PERK_OBJECT_14	{中子}
UI_SETTLEMENT_PERK_OBJECT_15	{质子}
UI_SETTLEMENT_PERK_FACTORY_1	{处理器}
UI_SETTLEMENT_PERK_FACTORY_2	{提取器}
UI_SETTLEMENT_PERK_FACTORY_3	{矿产}
UI_SETTLEMENT_PERK_FACTORY_4	{压缩机}
UI_SETTLEMENT_PERK_FACTORY_5	{设施}
UI_SETTLEMENT_PERK_FACTORY_6	{实验室}
UI_SETTLEMENT_PERK_FACTORY_7	{工坊}
UI_SETTLEMENT_PERK_FACTORY_8	{工厂}
UI_SETTLEMENT_PERK_FACTORY_9	{电焊机}
UI_SETTLEMENT_PERK_FACTORY_10	{站}
UI_SETTLEMENT_PERK_FACTORY_11	{室}
UI_SETTLEMENT_PERK_FACTORY_12	{生成器}
UI_SETTLEMENT_PERK_FACTORY_13	{阵列}
UI_SETTLEMENT_PERK_FACTORY_14	{钻机}
UI_SETTLEMENT_PERK_FACTORY_15	{核心}
UI_SETTLEMENT_PERK_FACTORY_16	{制造机}
UI_SETTLEMENT_PERK_PROCESS_1	{电气}
UI_SETTLEMENT_PERK_PROCESS_2	{维护}
UI_SETTLEMENT_PERK_PROCESS_3	{医学}
UI_SETTLEMENT_PERK_PROCESS_4	{娱乐}
UI_SETTLEMENT_PERK_PROCESS_5	{后勤}
UI_SETTLEMENT_PERK_PROCESS_6	{脱盐}
UI_SETTLEMENT_PERK_PROCESS_7	{纳米织造}
UI_SETTLEMENT_PERK_PROCESS_8	{离子化}
UI_SETTLEMENT_PERK_PROCESS_9	{地热}
UI_SETTLEMENT_PERK_PROCESS_10	{能量}
UI_SETTLEMENT_PERK_FACILITY_1	{单元}
UI_SETTLEMENT_PERK_FACILITY_2	{实验室}
UI_SETTLEMENT_PERK_FACILITY_3	{站}
UI_SETTLEMENT_PERK_FACILITY_4	{室}
UI_SETTLEMENT_PERK_FACILITY_5	{阵列}
UI_SETTLEMENT_PERK_FACILITY_6	{核心}
UI_SETTLEMENT_PERK_FACILITY_7	{中心}
UI_SETTLEMENT_PERK_FARM_1	{厂房}
UI_SETTLEMENT_PERK_FARM_2	{罐头厂}
UI_SETTLEMENT_PERK_FARM_3	{农场}
UI_SETTLEMENT_PERK_FARM_4	{合成器}
UI_SETTLEMENT_PERK_SHOP_1	{交易所}
UI_SETTLEMENT_PERK_SHOP_2	{论坛}
UI_SETTLEMENT_PERK_SHOP_3	{集市}
UI_SETTLEMENT_PERK_SHOP_4	{市场}
UI_SETTLEMENT_PERK_SHOP_5	{送货员}
UI_SETTLEMENT_PERK_SHOP_6	{交易场地}
UI_SETTLEMENT_PERK_SHOP_7	{销售员}
UI_SETTLEMENT_PERK_SHOP_ADJ_1	{量子}
UI_SETTLEMENT_PERK_SHOP_ADJ_2	{高带宽}
UI_SETTLEMENT_PERK_SHOP_ADJ_3	{银河}
UI_SETTLEMENT_PERK_SHOP_ADJ_4	{远距离}
UI_SETTLEMENT_PERK_SHOP_ADJ_5	{自动化}
UI_SETTLEMENT_PERK_BAR_1	{食品服务}
UI_SETTLEMENT_PERK_BAR_2	{饮料泵}
UI_SETTLEMENT_PERK_BAR_3	{点唱机}
UI_SETTLEMENT_PERK_BAR_4	{厨师}
UI_SETTLEMENT_PERK_BAR_5	{音乐无人机}
UI_SETTLEMENT_PERK_BAR_6	{饮料机}
UI_SETTLEMENT_PERK_BAR_ADJ_1	{自动化}
UI_SETTLEMENT_PERK_BAR_ADJ_2	{大容量}
UI_SETTLEMENT_PERK_BAR_ADJ_3	{AI驱动}
UI_SETTLEMENT_PERK_BAR_ADJ_4	{虚拟}
UI_SETTLEMENT_PERK_BAR_ADJ_5	{已同步}
UI_SETTLEMENT_PERK_BAR_ADJ_6	{公共}
UI_SETTLEMENT_PERK_BAR_ADJ_7	{高速}
UI_SETTLEMENT_PERK_BAR_ADJ_8	{联觉}
UI_SETTLEMENT_PERK_BAR_ADJ_9	{致幻}
UI_SETTLEMENT_PERK_TECH_1	{安全系统}
UI_SETTLEMENT_PERK_TECH_2	{发电站}
UI_SETTLEMENT_PERK_TECH_3	{生态馆}
UI_SETTLEMENT_PERK_TECH_4	{微气候生成器}
UI_SETTLEMENT_PERK_TECH_5	{地基}
UI_SETTLEMENT_PERK_TECH_6	{有线网络}
UI_SETTLEMENT_PERK_TECH_7	{信号增强器}
UI_SETTLEMENT_PERK_TECH_8	{太阳能板}
UI_SETTLEMENT_PERK_TECH_9	{生态系统}
UI_SETTLEMENT_PERK_TECH_ADJ_1	{高效}
UI_SETTLEMENT_PERK_TECH_ADJ_2	{增压}
UI_SETTLEMENT_PERK_TECH_ADJ_3	{电离}
UI_SETTLEMENT_PERK_TECH_ADJ_4	{渗透压}
UI_SETTLEMENT_PERK_TECH_ADJ_5	{控制论}
UI_SETTLEMENT_PERK_TECH_ADJ_6	{合成}
UI_SETTLEMENT_PERK_TECH_ADJ_7	{高性能}
UI_SETTLEMENT_PERK_TECH_ADJ_8	{几何}
UI_SETTLEMENT_PERK_TECH_ADJ_9	{陀螺}
UI_SETTLEMENT_PERK_TECH_ADJ_10	{偏振}
UI_SETTLEMENT_PERK_HAPPY_1	{假期}
UI_SETTLEMENT_PERK_HAPPY_2	{节日}
UI_SETTLEMENT_PERK_HAPPY_3	{音乐广播}
UI_SETTLEMENT_PERK_HAPPY_4	{社区活动}
UI_SETTLEMENT_PERK_HAPPY_5	{宴会}
UI_SETTLEMENT_PERK_HAPPY_6	{庆典}
UI_SETTLEMENT_PERK_HAPPY_7	{音乐会}
UI_SETTLEMENT_PERK_HAPPY_8	{展览}
UI_SETTLEMENT_PERK_HAPPY_9	{假期庆典}
UI_SETTLEMENT_PERK_HAPPY_10	{跳舞}
UI_SETTLEMENT_PERK_HAPPY_11	{花园}
UI_SETTLEMENT_PERK_HAPPY_12	{公共艺术}
UI_SETTLEMENT_PERK_HAPPY_ADJ_1	{频繁}
UI_SETTLEMENT_PERK_HAPPY_ADJ_2	{庆祝}
UI_SETTLEMENT_PERK_HAPPY_ADJ_3	{闲适}
UI_SETTLEMENT_PERK_HAPPY_ADJ_4	{生动}
UI_SETTLEMENT_PERK_HAPPY_ADJ_5	{慷慨}
UI_SETTLEMENT_PERK_HAPPY_ADJ_6	{浪费}
UI_SETTLEMENT_PERK_HAPPY_ADJ_7	{公共}
UI_PERK_FUN_TECH_1	{休闲机器人}
UI_PERK_FUN_TECH_2	{娱乐无人机}
UI_PERK_FUN_TECH_3	{气味产生器}
UI_PERK_FUN_TECH_4	{空气净化器}
UI_PERK_FUN_TECH_5	{解毒器}
UI_PERK_FUN_TECH_6	{笑气}
UI_PERK_FUN_TECH_7	{激素注射}
UI_PERK_FUN_TECH_8	{医疗补品}
UI_PERK_FUN_TECH_ADJ_1	{温驯}
UI_PERK_FUN_TECH_ADJ_2	{大气}
UI_PERK_FUN_TECH_ADJ_3	{私人}
UI_PERK_FUN_TECH_ADJ_4	{免费}
UI_PERK_FUN_TECH_ADJ_5	{公共}
UI_PERK_FUN_TECH_ADJ_6	{抚慰}
UI_SETTLEMENT_PERK_PROD_1	{宣传}
UI_SETTLEMENT_PERK_PROD_2	{公共时钟}
UI_SETTLEMENT_PERK_PROD_3	{全息图}
UI_SETTLEMENT_PERK_PROD_4	{大脑蠕虫}
UI_SETTLEMENT_PERK_PROD_5	{“教育”}
UI_SETTLEMENT_PERK_PROD_6	{刺激气体}
UI_SETTLEMENT_PERK_PROD_7	{控制无人机}
UI_SETTLEMENT_PERK_PROD_8	{大脑植入物}
UI_SETTLEMENT_PERK_PROD_9	{神经芯片}
UI_SETTLEMENT_PERK_PROD_ADJ_1	{振奋人心}
UI_SETTLEMENT_PERK_PROD_ADJ_2	{有节奏}
UI_SETTLEMENT_PERK_PROD_ADJ_3	{高效}
UI_SETTLEMENT_PERK_PROD_ADJ_4	{活跃}
UI_SETTLEMENT_PERK_PROD_ADJ_5	{AI驱动}
UI_SETTLEMENT_PERK_PROD_ADJ_6	{强力}
UI_SETTLEMENT_PERK_PROD_ADJ_7	{规则}
UI_SETTLEMENT_PERK_PROD_ADJ_8	{强效}
UI_SETTLEMENT_PERK_COSTS_1	{无人机}
UI_SETTLEMENT_PERK_COSTS_2	{管道网}
UI_SETTLEMENT_PERK_COSTS_3	{热力泵}
UI_SETTLEMENT_PERK_COSTS_4	{循环器}
UI_SETTLEMENT_PERK_COSTS_5	{发电机}
UI_SETTLEMENT_PERK_COSTS_6	{建筑}
UI_SETTLEMENT_PERK_COSTS_ADJ_1	{自我修复}
UI_SETTLEMENT_PERK_COSTS_ADJ_2	{高效}
UI_SETTLEMENT_PERK_COSTS_ADJ_3	{防意外}
UI_SETTLEMENT_PERK_COSTS_ADJ_4	{自动化}
UI_SETTLEMENT_PERK_COSTS_ADJ_5	{公共}
UI_SETTLEMENT_PERK_COSTS_ADJ_6	{相互}
UI_SETTLEMENT_PERK_COSTS_ADJ_7	{合作}
UI_SETTLEMENT_PERK_COSTS_ADJ_8	{共享}
UI_SETTLEMENT_PERK_COSTS_ADJ_9	{AI操控}
UI_SETTLEMENT_PERK_SENT_1	{抑制器}
UI_SETTLEMENT_PERK_SENT_2	{导向装置}
UI_SETTLEMENT_PERK_SENT_3	{雷达}
UI_SETTLEMENT_PERK_SENT_4	{炮台}
UI_SETTLEMENT_PERK_SENT_5	{隐匿}
UI_SETTLEMENT_PERK_SENT_6	{护盾}
UI_SETTLEMENT_PERK_SENT_ADJ_1	{护卫}
UI_SETTLEMENT_PERK_SENT_ADJ_2	{反无人机}
UI_SETTLEMENT_PERK_SENT_ADJ_3	{阿特拉斯}
UI_SETTLEMENT_PERK_SENT_ADJ_4	{艾隆}
UI_SETTLEMENT_PERK_SENT_ADJ_5	{活体玻璃}
UI_SETTLEMENT_PERK_SENT_ADJ_6	{护卫}
UI_SETTLEMENT_PERK_SENT_ADJ_7	{护卫}
UI_SETTLEMENT_PERK_SENT_ADJ_8	{护卫}
UI_SETTLEMENT_PERK_HIDDEN	{<SPECIAL>??<>未知结果<SPECIAL>??<>}
UI_SETTLEMENT_NEW_PERK_OSD	{新定居点特性：%PERK_NAME%}
UI_SETTLEMENT_NEG_PERK_OSD	{定居点警告：<FUEL>%PERK_NAME%<>}
UI_SETTLEMENT_POP_POS_OSD	{定居点人口增加<IMG>SLASH<>%NUM%名新居民！}
UI_SETTLEMENT_POP_POS_PLUR_OSD	{定居点人口增加<IMG>SLASH<>%NUM%名新居民！}
UI_SETTLEMENT_POP_NEG_OSD	{定居点人口减少<IMG>SLASH<>%NUM%名居民已离开}
UI_SETTLEMENT_POP_NEG_PLUR_OSD	{定居点人口减少<IMG>SLASH<>%NUM%名居民已离开}
UI_SETTLEMENT_MOOD_POS_OSD	{定居点幸福度提升！（%NUM%%）}
UI_SETTLEMENT_MOOD_NEG_OSD	{定居点幸福度降低！（%NUM%%）}
UI_SETTLEMENT_PROD_POS_OSD	{定居点生产效率提高<IMG>SLASH<>%NUM%<COMMODITY><IMG>UNITSMALL<><>/天<>额外产出}
UI_SETTLEMENT_PROD_NEG_OSD	{定居点生产效率降低<IMG>SLASH<>%NUM%<COMMODITY><IMG>UNITSMALL<><>/天<>减少产出}
UI_SETTLEMENT_COST_POS_OSD	{定居点维护花费提高<IMG>SLASH<>%NUM%<COMMODITY><IMG>UNITSMALL<><>/天<>额外花费}
UI_SETTLEMENT_COST_NEG_OSD	{定居点维护得到改进<IMG>SLASH<>维护花费减少%NUM%<COMMODITY><IMG>UNITSMALL<><>/天<>}
UI_SETTLEMENT_SENT_POS_OSD	{警告<IMG>定居点护卫警报等级增加%NUM%%！}
UI_SETTLEMENT_SENT_NEG_OSD	{定居点护卫警报等级降低<IMG>SLASH<>护卫注意力减少%NUM%%}
UI_SETTLEMENT_POP_POS1_MSG	{%NUM%位新居民加入了定居点}
UI_SETTLEMENT_POP_POS_MSG	{%NUM%位新居民加入了定居点}
UI_SETTLEMENT_PROD_POS_MSG	{定居点生产效率提高%NUM%货币/天}
UI_SETTLEMENT_MOOD_POS_MSG	{定居点幸福度提高%NUM%%}
UI_SETTLEMENT_COST_POS_MSG	{定居点维护费用降低%NUM%货币/天}
UI_SETTLEMENT_SENT_POS_MSG	{定居点护卫警报等级降低%NUM%%}
UI_SETTLEMENT_DEBT_POS_MSG	{定居点负债减少：%NUM%货币}
UI_SETTLEMENT_POP_NEG1_MSG	{%NUM%位居民离开了定居点}
UI_SETTLEMENT_POP_NEG_MSG	{%NUM%位居民离开了定居点}
UI_SETTLEMENT_PROD_NEG_MSG	{定居点生产效率降低%NUM%货币/天}
UI_SETTLEMENT_MOOD_NEG_MSG	{定居点幸福度降低：%NUM%%}
UI_SETTLEMENT_COST_NEG_MSG	{定居点维护费用提高%NUM%货币/天}
UI_SETTLEMENT_SENT_NEG_MSG	{警告！护卫警报等级提高%NUM%%！}
UI_SETTLEMENT_DEBT_NEG_MSG	{定居点负债：%NUM%货币}
UI_SETTLEMENT_ITEM_MSG	{有新的定居点物品可用！%ITEM%x%AMOUNT%}
UI_SETTLEMENT_POP_POS1_FAKE	{%PERK_NAME%：%NUM%位新居民}
UI_SETTLEMENT_POP_POS_FAKE	{%PERK_NAME%：%NUM%位新居民}
UI_SETTLEMENT_PROD_POS_FAKE	{%PERK_NAME%：生产效率提升%NUM%货币/天}
UI_SETTLEMENT_MOOD_POS_FAKE	{%PERK_NAME%：幸福度提高%NUM%%}
UI_SETTLEMENT_COST_POS_FAKE	{%PERK_NAME%：费用降低%NUM%货币/天}
UI_SETTLEMENT_SENT_POS_FAKE	{%PERK_NAME%：护卫警报降低%NUM%%}
UI_SETTLEMENT_DEBT_POS_FAKE	{%PERK_NAME%：负债减少%NUM%货币}
UI_SETTLEMENT_POP_NEG1_FAKE	{%PERK_NAME%：%NUM%位居民已离开}
UI_SETTLEMENT_POP_NEG_FAKE	{%PERK_NAME%：%NUM%位居民已离开}
UI_SETTLEMENT_PROD_NEG_FAKE	{%PERK_NAME%：生产效率降低%NUM%货币/天}
UI_SETTLEMENT_MOOD_NEG_FAKE	{%PERK_NAME%：幸福度降低%NUM%%}
UI_SETTLEMENT_COST_NEG_FAKE	{%PERK_NAME%：维护提高%NUM%货币/天}
UI_SETTLEMENT_SENT_NEG_FAKE	{%PERK_NAME%：护卫警报提高%NUM%%}
UI_SETTLEMENT_DEBT_NEG_FAKE	{%PERK_NAME%：负债%NUM%货币}
UI_SETTLEMENT_LOCATED	{<STELLAR>发现行星定居点<>
抵达该地以协助或调查移民}
UI_SETTLEMENT_LOCATED_OSD	{已发现行星定居点}
UI_SETTLEMENT_DETAIL_TITLE	{行星定居点}
UI_SETTLEMENT_DETAIL_DESC	{你发现了一处陷入困境的<STELLAR>行星定居点<>，居民们正在和严酷的环境以及没完没了的护卫骚扰抗争。

与居民对话以了解详情，并协助他们建设小镇。}
