SCAN_NO_TECH	{未安装扫描技术<IMG>SLASH<>}
使用家园星球基地主机进行上传。}
TIP_OTHER_BASE_TERMINAL	{<TITLE>已收到%PLAYER%的基地信号<>
定位%PLAYER%的基地，并与基地主机
互动。}
NEXT_TRACK	{下一首}
PREVIOUS_TRACK	{上一首}
SWITCH_AUDIO	{切换声频}
TIP_VISIT_BUILDER_NPC	{<TITLE>可用新设计图<>
监督者为你准备了些东西。
去你的基地中拜访它吧。}
PHOTOMODE_CREATURES	{生物}
PHOTOMODE_SENTINELS	{护卫}
PHOTOMODE_SHIPS	{飞船}
OPTION_VOL_LIGHT	{体积光照}
AMBIENT_MODE_CONTROLS_NOCREATIV	{<IMG>AMBIENT_CAMERA<> 切换摄像头  <IMG>AMBIENT_PLANET<> 切换星球  <IMG>AMBIENT_SYSTEM<> 切换系统  <IMG>AMBIENT_PHOTO<> 相片模式 <IMG>AMBIENT_NXTSONG<> 下一首歌曲}
UPDATE2_NOTES	{探路者更新 1.20

探路者更新为《No Man's Sky》带来载具等更多内容。它指引着未来前方之路。

* 行星载具 - 基于 3 款强化艇打造。随时召唤，可快速探索星球
* 基地共享 - 在线分享你的建造，并访问其他探索者的基地
* 视觉效果提升 - 高分辨率画质，提升视觉效果，在硬件支持的情况下进行 4K 渲染
* 飞船/武器等级 - 特定级别的打斗、探索和交易以开放购买
* 永久死亡模式 - 终极挑战，在活着的情况下到达中心
* 强化艇比赛 - 建造、比赛并分享赛道以测试载具极限
* 全新升级 - 收集纳米星团，为武器和技术购买新升级
* 生存模式奖励 - 更棒的挑战中包含全新奖杯和里程碑
* 载具升级 - 提升速度、牵引、扫描兴趣点或你制造的武器
* 基地提升 - 变更建筑材料，全新配件包括楼梯和潜水摩托车
* 相片模式 - 自如移动镜头，照片筛选，编辑日期、时间和天气
* 购买建造配件 - 商人访问你的基地并售卖先进建造物品
* 发现页面 - 查看之前已发现的星球，随时找到你的家园星球
* 低空飞行提升 - 当驾驶员飞船在较低海拔飞行时，飞船登陆提升
* 难度 - 所有模式已重新调整难度，在生存模式下被摧毁的飞船会在临近星球坠毁
* 游戏改进 - 可以跳过的旅程里程碑，为你的所有品重新命名（飞船/套装等等），退出前往模式选择（以及更多！）

Hello Games 一直在努力改进和扩充《No Man's Sky》。希望你能喜欢这款游戏:)
非常感谢，
Hello Games}
BASE_BUILDING_WELCOME_TITLE	{设置欢迎语}
BASE_BUILDING_WELCOME_TEXT	{输入个人欢迎语

<RED>警告：你上传基地后，此欢迎语将被其他玩家看到。<>}
REPORT_BASE_CONTROLS	{<IMG>SELECT<> 屏幕截图 <IMG>EXITMENU<> 取消}
RENAME_WEAPON	{重新命名你的多用途工具}
RENAME_SHIP	{重新命名你的飞船}
RENAME_FREIGHTER	{重新命名你的货船}
PRIMARY_VEHICLE_SWITCH	{主控强化艇变更}
VEHICLE_TITLE	{强化艇}
VEHICLE_TITLE_L	{强化艇}
VEHICLE_STORE	{强化艇仓库}
VEHICLE_MARKER	{你的强化艇}
VEHICLE_WORD	{强化艇}
INTRCT_VEHICLE	{强化艇}
DISC_UI_TIMELINE	{发现时间线}
DISC_UI_ALL_SYSTEMS	{已访问的恒星系}
DISC_UI_HISTORY	{发现历史}
DISC_UI_TIMELINE_PLAIN	{时间线}
DISC_UI_HISTORY_PLAIN	{历史}
VEHICLE_SUBTITLE	{强化艇}
RENAME_BASE	{重新命名基地}
RENAME_BASE_KEYBOARD	{重新命名你的基地}
DISC_CANT_SET_WAYPOINT	{无法设置航路点}
DISC_CANT_SET_WAYPOINT_DESC	{位置不在当前星系内}
GLXY_SELECT_WITH_BASE	{<IMG>SELECT<> 选择 <GAP><IMG>GALAXYHOME<> 当前<GAP><IMG>GALAXYBASE<> 家园基地 <GAP><IMG>DESELECT<> 退出地图}
QUICK_MENU_TIP_VEHICLE_SCAN_SEL	{扫描寻找%ITEM_NAME%}
QUICK_MENU_TIP_VEHICLE_SCAN	{强化艇雷达}
QUICK_MENU_TIP_SUM_VEHICLE	{召集强化艇}
UI_SUMMON_WHEELEDBIKE	{召唤朝圣者强化艇}
UI_SUMMON_HOVERSHIP	{召唤蜻蜓强化艇}
UI_SUMMON_BIKE	{召唤游牧民强化艇}
UI_SUMMON_BUGGY	{召唤漫游者强化艇}
UI_SUMMON_TRUCK	{召唤巨人强化艇}
UI_SUMMON_SUBMARINE	{召唤大鹦鹉螺潜水艇}
VEHICLE_BUILDING_DEPOT	{仓库}
VEHICLE_BUILDING_ABANDONED	{废弃结构}
VEHICLE_BUILDING_NPC	{外星结构}
VEHICLE_BUILDING_RELIC	{远古遗迹}
VEHICLE_BUILDING_RESOURCE	{资源}
VEHICLE_BUILDING_DISTRESS	{求救信号}
VEHICLE_NO_BOOST_TECH	{未安装%TECH_NAME%}
BASE_UPLOAD_BUTTON	{上传基地至 Steam 创意工坊}
BASE_SCREENSHOT_BUTTON	{捕捉新基地屏幕截图}
BASE_NAME_TITLE	{基地名称}
BASE_DESCRIPTION_TITLE	{状态}
EMPTY_UGC_SLOT	{空}
WARNING_HELP_UNSUBSCRIBE	{按住 <IMG>GMRESTART<> 取消订阅}
WARNING_HELP_CANCEL	{或按 <IMG>GMCAN<> 取消}
ARE_YOU_SURE_UNSUBSCRIBE	{你是否希望取消订阅此基地？}
NPC_TRADE_TECH_FRAGMENTS	{以纳米星团交易设计图}
NPC_TRADE_TECH_DECLINE	{拒绝}
INTRCT_MSGMOD_KEYB_HEADER	{输入讯息文本}
INTRCT_MSGMOD_INSTRUCTION	{你需要在信息模块中向访问者输入你的讯息。}
INTRCT_MSGMOD_INSTRUCTION_MSG	{信息模块中有一条你之前遗留的消息。内容为：

%MESSAGE%}
INTRCT_MSGMOD	{信息模块}
INTRCT_MSGMOD_ACCEPT	{你的讯息已输入}
INTRCT_MSGMOD_CANCEL	{你本次没有留下新讯息}
INTRCT_MSGMOD_READ	{你找到了一条来自拥有者的讯息}
INTRCT_MSGMOD_READ_MSG	{你找到了一条来自拥有者的讯息。内容为：

%MESSAGE%}
INTRCT_MSGMOD_READ_BLANK	{拥有者还未在此留下讯息}
TECH_ALREADY_INSTALLED	{技术已安装}
TECH_AWARDED	{已获得技术设计图}
TECH_ALREADY_KNOWN	{已知技术设计图}
CTRL_BTN_QUIT_MENU	{选项/退出}
PLAYER_TECH_TITLE	{纳米星团}
TECH_REQUIRED_STANDING	{需要声望：%STANDING%}
TECH_FRAGMENT_COST	{花费 %PRICE% %FRAGMENTS%来购买}
TECH_FRAGMENT_SINGULAR	{纳米星团}
TECH_FRAGMENT_PLURAL	{纳米星团}
INVENTORY_CLASS_C	{C 级}
INVENTORY_CLASS_B	{B 级}
INVENTORY_CLASS_A	{A 级}
INVENTORY_CLASS_S	{S 级}
INVENTORY_CLASS	{等级}
TECH_INSUFFICIENT_FRAGS	{纳米星团不足}
INVENTORY_CLASSONLY_C	{C}
INVENTORY_CLASSONLY_B	{B}
INVENTORY_CLASSONLY_A	{A}
INVENTORY_CLASSONLY_S	{S}
STAT_SHIP_DMG	{伤害}
STAT_SHIP_SHLD	{护盾}
STAT_SHIP_HYPER	{超光速推进}
TECH_INSUFFICIENT_STANDING	{声望不足}
WEAPON_LASER_DAMAGE	{伤害}
WEAPON_LASER_MINING_DAMAGE	{开采能量}
WEAPON_LASER_MINING_SPEED	{开采速度}
WEAPON_LASER_HEATTIME	{热分散}
WEAPON_LASER_BOUNCE	{反射}
WEAPON_LASER_RELOADTIME	{过热停机时间}
WEAPON_LASER_RECOIL	{反冲}
WEAPON_LASER_DRAIN	{燃料效率}
WEAPON_LASER_STRONGLASER	{高级开采激光}
WEAPON_PROJECTILE_DAMAGE	{伤害}
WEAPON_PROJECTILE_MINING_DAMAGE	{开采能量}
WEAPON_PROJECTILE_RANGE	{范围}
WEAPON_PROJECTILE_RATE	{射速}
WEAPON_PROJECTILE_CLIPSIZE	{弹匣容量}
WEAPON_PROJECTILE_RELOADTIME	{装弹时间}
WEAPON_PROJECTILE_RECOIL	{反冲}
WEAPON_PROJECTILE_DISPERSION	{精度}
WEAPON_PROJECTILE_BOUNCE	{弹射模块}
WEAPON_GRENADE_DAMAGE	{伤害}
WEAPON_GRENADE_RADIUS	{爆炸半径}
WEAPON_GRENADE_SPEED	{抛射速率}
WEAPON_GRENADE_BOUNCE	{弹跳潜能}
WEAPON_GRENADE_MINING_DAMAGE	{开采能量}
WEAPON_SCAN_RADIUS	{扫描范围}
WEAPON_SCAN_RECHARGE_TIME	{重新充能时间}
WEAPON_SCAN_DISCOVERY_CREATURE	{动物群系分析奖励}
WEAPON_SCAN_DISCOVERY_FLORA	{植物群系分析奖励}
SUIT_ARMOUR_SHIELD_STRENGTH	{护盾强度}
SUIT_ARMOUR_HEALTH	{核心生命值}
SUIT_PROTECTION_COLD	{低温防护}
SUIT_PROTECTION_HEAT	{高温防护}
SUIT_PROTECTION_TOXIC	{毒性防护}
SUIT_PROTECTION_RADIATION	{辐射防护}
SUIT_DAMAGEREDUCE_COLD	{寒冷伤害防护}
SUIT_DAMAGEREDUCE_HEAT	{热量伤害防护}
SUIT_DAMAGEREDUCE_TOXIC	{毒性伤害防护}
SUIT_DAMAGEREDUCE_RADIATION	{辐射伤害防护}
SUIT_PROTECTION_HEATDRAIN	{耐热性}
SUIT_PROTECTION_COLDDRAIN	{耐寒性}
SUIT_PROTECTION_TOXDRAIN	{抗毒性}
SUIT_PROTECTION_RADDRAIN	{抗辐射性}
SUIT_PROTECTION_WATERDRAIN	{呼吸效率}
SUIT_STAMINA_STRENGTH	{冲刺距离}
SUIT_STAMINA_SPEED	{冲刺速度}
SUIT_ENERGY	{维生储罐}
SUIT_PROTECTION	{危险防护电池}
SUIT_ENERGY_REGEN	{太阳能板能量}
SUIT_JETPACK_TANK	{喷气背包罐}
SUIT_JETPACK_DRAIN	{燃料效率}
SUIT_JETPACK_IGNITION	{初始推进能量}
SUIT_JETPACK_DOUBLEJUMP	{高级跳跃系统}
SUIT_UNDERWATERLIFESUPPORT	{氧气重布}
SUIT_JETPACK_WATEREFFICIENCY	{高效水注}
SHIP_WEAPONS_GUNS_DAMAGE	{伤害}
SHIP_WEAPONS_GUNS_RATE	{射速}
SHIP_WEAPONS_GUNS_HEATTIME	{热分散}
SHIP_WEAPONS_GUNS_BULLETSPERSHO	{大炮总数：}
SHIP_WEAPONS_GUNS_COOLTIME	{过热恢复}
SHIP_WEAPONS_GUNS_DISPERSION	{精度}
SHIP_WEAPONS_GUNS_RANGE	{范围}
SHIP_WEAPONS_LASERS_DAMAGE	{伤害}
SHIP_WEAPONS_LASERS_HEATTIME	{热分散}
SHIP_ARMOUR_SHIELD_STRENGTH	{护盾强度}
SHIP_HYPERDRIVE_JUMPDISTANCE	{超光速推进装置范围}
SHIP_HYPERDRIVE_JUMPSPERCELL	{曲速电池效率}
FREIGHTER_HYPERDRIVE_JUMPSPERCE	{曲速电池效率}
SHIP_PULSEDRIVE_MINIJUMPFUELSPE	{脉冲驱动器燃料效率}
SHIP_PULSEDRIVE_MINIJUMPSPEED	{脉冲驱动器动力}
SHIP_LAUNCHER_TAKEOFFCOST	{发射消耗}
SHIP_MANEUVERABILITY	{操控性}
BASESTATS_TYPE_SHIP	{飞船}
BASESTATS_FIGHTER	{战舰}
BASESTATS_SHUTTLE	{飞艇}
BASESTATS_SCIENCE	{探险家}
BASESTATS_DROPSHIP	{拖运船}
BASESTATS_TYPE_WEAPON	{多用途工具}
BASESTATS_PISTOL	{手枪}
BASESTATS_PISTOL_L	{手枪}
BASESTATS_RIFLE	{步枪}
BASESTATS_RIFLE_L	{步枪}
BASESTATS_ALIEN	{外星人}
BASESTATS_ALIEN_L	{外星的}
REPAIR_SLOT	{修复}
REPAIR_SLOT_DESC	{此槽位受损。}
REPAIR_SLOT_COST	{花费 %AMOUNT% 货币修复此槽位}
EVENT_TIMER	{剩余：%TIME%}
TIMED_GOTO	{前往标记地点
关闭主机
<HIGHLIGHT>%TIME%<>}
TIMED_GOTO_TITLE	{限时活动}
SIGNAL_TIME_FAIL	{活动失败}
BASE_SHARING_POPUP_AGREEMENT	{你现在可以在线分享你的基地供其他玩家发现。
若你选择分享基地，建造过激或不当的基地将可能对你的账号声望产生负面影响。

是否开启基地分享？}
BASE_SHARING_POPUP_HEADER	{是否开启基地分享？}
AN_EXTREME_CHALLENGE	{极限挑战}
PERMADEATH_ENABLED	{永久死亡已激活。你将在死亡时失去存档。}
STAT_WEAP_DMG	{伤害}
STAT_WEAP_MIN	{采矿}
STAT_WEAP_SCAN	{扫描仪}
BASESTATS_PRISTINE	{试验}
BASESTATS_PRISTINE_L	{试验的}
BASE_BUILDING_UPLOADING_TEXT	{基地上传进行中......}
UGC_TAGS_MODE_1	{普通模式}
UGC_TAGS_MODE_2	{自由模式}
UGC_TAGS_MODE_3	{生存模式}
UGC_TAGS_MODE_4	{环绕模式}
PC_MENU_BASE_ON	{基地分享：开}
PC_MENU_BASE_OFF	{基地分享：关}
BLUEPRINT_TRADER	{设计图商人}
NEW_BUILD_PRODUCT	{已学习新的建筑配件！}
GAMEMODE_PERMADEATH	{永久死亡}
GAMEMODE_PERMADEATH_SUBTITLE	{极端生存挑战：死亡时删除存档}
GAMEMODE_PERMADEATH_SUB_SHORT	{极端生存挑战}
GAMEMODE_PERMADEATH_DESC	{死亡时所有进度将被抹去。
在生存模式中，灾难和危险被提升的同时你会面临永久死亡的风险。}
UI_TRADE_VALUE	{价值：}
UI_TRADE_RESERVE	{储备}
UI_TRADE_TRADEIN	{交易}
UI_BASE_STEAM	{Steam 创意工坊}
UI_DMG_NUMBERS	{伤害数量}
RENAME_VEHICLE	{重新命名你的强化艇}
STATS_SHIP_ATTACK	{伤害潜能}
STATS_SHIP_SHIELD	{护盾强度}
STATS_SHIP_HYPERDRIVE	{超光速推进装置范围}
STATS_WEAPON_ATTACK	{伤害潜能}
STATS_WEAPON_MINING	{开采产量}
STATS_WEAPON_SCANNER	{扫描仪范围}
ADJACENCY_TEXT	{连接}
COMPARE_SCREEN_VALUE	{价值：<STAT>%TOTAL%<>}
CLASS_BONUS	{等级奖励}
BASE_BUILDING_REPORT_CONFIRM	{你的举报已受理}
BASE_UPLOAD_HEADER	{上传你的基地}
BASE_UPLOAD_SUBTITLE	{截图并上传至 Steam 创意工坊}
BASE_UPLOAD_SCREEN	{屏幕截图}
CTRL_BTN_VEHI_ACCELERATE	{加速}
CTRL_BTN_VEHI_BRAKE	{制动强化艇}
CTRL_ANLG_VEHI_BRAKE	{制动强化艇}
CTRL_ANLG_VEHI_BRAKE_ALT	{制动强化艇（模拟）}
CTRL_BTN_VEHI_STEER	{转向}
CTRL_BTN_VEHI_EXIT	{离开强化艇}
CTRL_BTN_VEHI_JUMP	{垂直推进}
CTRL_BTN_VEHI_HORN	{按喇叭}
CTRL_BTN_VEHI_CHECK	{放置检查站}
CTRL_BTN_VEHI_LEFT	{左}
CTRL_BTN_VEHI_RIGHT	{右}
CTRL_BTN_VEHI_BACK	{倒退}
STATS_UNIT_DPS	{每秒伤害}
STATS_UNIT_LIGHTYEAR	{光年}
STATS_UNIT_METERS	{米}
STATS_UNIT_SHIELD	{宇宙时间}
SHOP_PRODUCT	{产品}
SHOP_BLUEPRINT	{设计图}
STANDING_UI_NEXT	{下一级声望（%STAND%）：%NUM%}
MULTI_SHIP_BUY_ADD	{购买}
MULTI_SHIP_BUY_ADD_DESC	{全额购买并添加至收藏}
MULTI_SHIP_EXCHANGE	{交换}
MULTI_SHIP_EXCHANGE_DESC	{以折扣价交易当前资产}
OPTIONS_VIEW_CTRLS_VEHICLE	{查看载具操控}
PC_CONTROLS_VEHICLE_CONTROLS	{载具操控}
STATS_UI	{规格}
VEHICLE_UI	{载具}
SIGNAL_TIME_FAIL_NOTIFY	{<TITLE>限时活动<>
活动失败
返回基地重试}
SUIT_UNDERWATER	{氧气罐}
CALLVEHICLE	{终端}
CTRL_BTN_SIGNAL_BOOSTER	{信号增强器}
VEHICLE_OUT_OF_RANGE	{强化艇不在范围内}
DISC_OWNER_PLAYER_VISITED	{已被你发现}
DISC_OWNER_NEW	{新发现}
DISC_OWNER_NOT_VISITED	{未被发现}
BUILDING_OTHER_BASE_CREATED	{了}
VEHICLE_BUILDING_DAMAGEDMACHINE	{救生舱}
VEHICLE_BUILDING_RUIN	{废墟}
PC_GRAPHICS_LIGHTSHAFTS	{光线束}
WORKSHOP_SAVING_DISABLED_TITLE	{保存已禁用}
WORKSHOP_SAVING_DISABLED_DESC	{使用Steam Workshop游戏平台访问另一个玩家的基地时，保存会被禁用}
WORKSHOP_SAVING_DISABLED_MENU	{使用Steam Workshop游戏平台访问另一个玩家的基地时，不能保存进度}
WORKSHOP_SAVING_DISABLED_NOTIFY	{<TITLE>保存已禁用<>
使用Steam Workshop游戏平台访问另一个玩家的基地时，不能保存进度。}
MENU_DAMAGE_NUMBERS_ON	{伤害数值：开}
MENU_DAMAGE_NUMBERS_OFF	{伤害数值：关}
GAMEMODE_HELP_UNSUB	{保留<IMG>GMRESTART<>取消订阅}
SELECT_BASE	{选择基地}
SELECT_BASE_U	{选择基地}
VEHICLE_REVERSE	{倒退}
VEHICLE_DELETECHECKPOINT	{删除检查点}
VEHICLE_FORWARD	{加速}
VEHICLE_BRAKE	{制动}
VEHICLE_EXIT	{离开强化艇}
VEHICLE_SHOOT	{开火}
VEHICLE_CHANGEWEAPON	{切换武器模式}
VEHICLE_SCAN	{扫描}
VEHICLE_BOOST	{推进器}
VEHICLE_JUMP	{垂直推进}
VEHICLE_HORN	{按喇叭}
VEHICLE_ADDCHECKPOINT	{放置检查站}
NOTIFY_VEHICLE_FUEL_LOW	{强化艇 - 低}
GENERIC_ERROR	{遇到错误}
STEAM_WORKSHOP_ERROR	{您的Steam云中没有足够的空间来上传此基地。}
STEAM_WORKSHOP_UPLOAD	{上传到Steam Workshop游戏平台}
DNT_WORKSHIP_TAG_CREATIVE	{Creative Mode}
DNT_WORKSHIP_TAG_NORMAL	{Normal Mode}
DNT_WORKSHIP_TAG_SURVIVAL	{Survival Mode}
DNT_WORKSHIP_TAG_PERMADEATH	{Permadeath Mode}
DNT_WORKSHIP_TAG_UNKNOWN	{Unknown}
DNT_WORKSHIP_TAG_LUSH	{Lush}
DNT_WORKSHIP_TAG_TOXIC	{Toxic}
DNT_WORKSHIP_TAG_SCORCHED	{Scorched}
DNT_WORKSHIP_TAG_RADIOACTIVE	{Radioactive}
DNT_WORKSHIP_TAG_FROZEN	{Frozen}
DNT_WORKSHIP_TAG_BARREN	{Barren}
VEHICLE_BIKE_TITLE	{强化艇}
VEHICLE_BIKE_TITLE_L	{强化艇}
VEHICLE_BUGGY_TITLE	{强化艇}
VEHICLE_BUGGY_TITLE_L	{强化艇}
VEHICLE_TRUCK_TITLE	{强化艇}
VEHICLE_TRUCK_TITLE_L	{强化艇}
VEHICLE_WHEELEDBIKE_TITLE	{朝圣者}
VEHICLE_WHEELEDBIKE_TITLE_L	{朝圣者}
VEHICLE_HOVERCRAFT_TITLE	{蜻蜓}
VEHICLE_HOVERCRAFT_TITLE_L	{蜻蜓}
VEHICLE_SUBMARINE_TITLE	{大鹦鹉螺}
VEHICLE_SUBMARINE_TITLE_L	{大鹦鹉螺}
DNT_WORKSHIP_TAG_RACE	{Race Track}
STEAM_WORKSHOP_VALIDATION_ERROR	{遇到错误
基地复杂度 > 100%}
STEAM_WORKSHOP_VALIDATION_TITLE	{错误}
PS4_LOCK_FPS_ON	{帧率锁定：开}
PS4_LOCK_FPS_OFF	{帧率锁定：关}
EDITING_RACE_GET_VEHICLE	{<TITLE>修改赛道<>
进入你的强化艇
在驾驶时投下<TECHNOLOGY>检查站<>建造你的赛道}
EDITING_RACE	{<TITLE>修改赛道<>
在驾驶时按<IMG>PLACE_RACE_NODE<>投下<TECHNOLOGY>检查站<>
按<IMG>REMOVE_RACENODE<>移除检查站
返回<TECHNOLOGY>竞赛启动器<>完成修改}
INTERACT_WITH_RACE	{<TITLE>赛道<>
按 <IMG>HORN<> 开始比赛}
QUICK_MENU_TIP_VEHICLE_RESTART	{重启比赛}
RACE_GO	{正在启动比赛程序}
RACE_CHECKPOINT	{检查站 %SPLIT%}
RACE_COMPLETE	{完赛时间：%TIME%（最佳时间：%BESTTIME%）。}
RACE_COMPLETE_BEST	{新纪录
完赛时间：%TIME%}
RACE_INTERFACE_TEXT	{定时强化艇试用初始化

通过你自己设计的定时检查站赛道来锻炼你的强化艇驾驭和加速能力。 
在线分享你的赛道。

可以对比和升级强化艇而得到最佳时间。

赛道创建者的最佳时间：%TIME%}
RACE_OPTION_EDIT	{修改赛道}
RACE_OPTION_CLEAR	{清除检查站}
RACE_OPTION_FINISH	{结束修改赛道}
RACE_OPTION_UPLOAD	{上传赛道}
VEHICLE_RACE_TITLE_L	{赛道终端}
RACE_OPTION_START	{开始比赛}
RACE_EDIT_SECTION	{修改阶段 %STAGE_NUMBER%}
RACE_OPTION_EDIT_NEW	{创建新轨道}
RACE_CREATED	{赛道已创建}
RACE_EDIT_CANCELLED	{完成}
RACE_FINISHED	{比赛取消}
RACE_REMOVED_CHECKPOINT	{检查点已删除}
RACE_ACTIVE	{<TITLE>比赛激活<>
开车穿过检查站
按<IMG>QUICK_MENU<>重新开始
%TIME%}
INTERACT_WITH_RACE_ON_FOOT	{<TITLE>赛道<> 
互动<TECHNOLOGY>比赛启动程序<>开始赛车}
RACE_CANCELLED	{比赛取消}
RACE_COMPLETE_BEST_GUEST	{新纪录
完赛时间：%TIME%}
RACE_COUNTDOWN	{<TITLE>比赛激活<>
开车穿过检查站
按<IMG>QUICK_MENU<>重新开始}
EDITING_FINISHED_RACE	{<TITLE>修改赛道<>
在驾驶时按 <IMG>PLACE_RACE_NODE<> 投下<TECHNOLOGY>检查站<>
按 <IMG>REMOVE_RACENODE<> 移除检查站
按 <IMG>HORN<> 开始比赛}
BLD_WALL_NAME	{墙}
BLD_WALL_NAME_L	{墙}
BLD_WALL_DESCRIPTION	{强化的<TECHNOLOGY>墙体模块<>，广泛应用于星系的基础建筑中。

符合通用建筑标准2.3b，确保与其他预制结构的最大兼容性。通过网格快照可迅速组合自定义藏身处布局。}
BLD_WALL_SUBTITLE	{装饰}
BLD_CORNERPOST_NAME	{连接站}
BLD_CORNERPOST_NAME_L	{连接站}
BLD_CORNERPOST_DESCRIPTION	{基础结构性可建造物品，用于与墙体模块相结合成 90 度转角。}
BLD_CORNERPOST_SUBTITLE	{建造模块}
BLD_ROOMFLOOR_NAME	{顶部平台}
BLD_ROOMFLOOR_NAME_L	{顶部平台}
BLD_ROOMFLOOR_DESCRIPTION	{基础结构性可建造物品，用于与墙体模块相结合，形成耐重力强的平台。}
BLD_ROOMFLOOR_SUBTITLE	{建造模块}
BLD_CYLINDERSHAPE_NAME	{筒}
BLD_CYLINDERSHAPE_NAME_L	{筒}
BLD_CYLINDERSHAPE_DESCRIPTION	{基础结构性可建造物品。}
BLD_CYLINDERSHAPE_SUBTITLE	{装饰}
BLD_CUBESHAPE_NAME	{方型箱}
BLD_CUBESHAPE_NAME_L	{方型箱}
BLD_CUBESHAPE_DESCRIPTION	{基础结构性可建造物品。}
BLD_CUBESHAPE_SUBTITLE	{装饰}
BLD_SPHERESHAPE_NAME	{球体}
BLD_SPHERESHAPE_NAME_L	{球体}
BLD_SPHERESHAPE_DESCRIPTION	{基础结构性可建造物品。}
BLD_SPHERESHAPE_SUBTITLE	{装饰}
BLD_BUILDSHIELD_NAME	{防护圆屋顶}
BLD_BUILDSHIELD_NAME_L	{防护圆屋顶}
BLD_BUILDSHIELD_DESCRIPTION	{临时可建造护盾，可保护使用者免受严酷环境的伤害。}
BLD_BUILDSHIELD_SUBTITLE	{临时可建造护盾}
BLD_BIOROOM_NAME	{生物圆屋顶}
BLD_BIOROOM_NAME_L	{生物圆屋顶}
BLD_BIOROOM_DESCRIPTION	{一间引人注目的圆顶屋，非常适合培育植物。}
BLD_BIOROOM_SUBTITLE	{建造模块}
BLD_CURVEDROOF_NAME	{弧线矩形屋顶}
BLD_CURVEDROOF_NAME_L	{弧线矩形屋顶}
BLD_CURVEDROOF_DESCRIPTION	{弧线形、正面是玻璃的屋顶模块，能够被堆叠或连接从而形成更广阔的结构。}
BLD_CURVEDROOF_SUBTITLE	{建造模块}
BLD_CURVEDWALL_NAME	{弧线矩形墙}
BLD_CURVEDWALL_NAME_L	{弧线矩形墙}
BLD_CURVEDWALL_DESCRIPTION	{弧线形矩形墙体模块，能够被堆叠或连接从而形成更广阔的结构。}
BLD_CURVEDWALL_SUBTITLE	{建造模块}
BLD_GLASSCUBE_NAME	{玻璃矩形屋}
BLD_GLASSCUBE_NAME_L	{玻璃矩形屋}
BLD_GLASSCUBE_DESCRIPTION	{矩形屋模块，几乎完全由玻璃制成，作为自然美景的留观区非常完美。}
BLD_GLASSCUBE_SUBTITLE	{建造模块}
BLD_CUBEFRAME_NAME	{矩形屋框架}
BLD_CUBEFRAME_NAME_L	{矩形屋框架}
BLD_CUBEFRAME_DESCRIPTION	{轻型矩形支撑结构，能够被堆叠或连接从而形成广阔的工业结构。}
BLD_CUBEFRAME_SUBTITLE	{建造模块}
BLD_CUBEINNERDOOR_NAME	{矩形内门}
BLD_CUBEINNERDOOR_NAME_L	{矩形内门}
BLD_CUBEINNERDOOR_DESCRIPTION	{用于分隔矩形屋的内门模块。}
BLD_CUBEINNERDOOR_SUBTITLE	{建造模块}
BLD_CUBEINNERWALL_NAME	{矩形室内墙}
BLD_CUBEINNERWALL_NAME_L	{矩形室内墙}
BLD_CUBEINNERWALL_DESCRIPTION	{用于分隔矩形屋的室内墙模块。}
BLD_CUBEINNERWALL_SUBTITLE	{建造模块}
BLD_CUBEROOFCAP_NAME	{矩形屋顶罩}
BLD_CUBEROOFCAP_NAME_L	{矩形屋顶罩}
BLD_CUBEROOFCAP_DESCRIPTION	{用于装饰并强化矩形结构屋顶的矩形屋顶罩。}
BLD_CUBEROOFCAP_SUBTITLE	{建造模块}
BLD_CUBEINTSTAIRS_NAME	{室内楼梯}
BLD_CUBEINTSTAIRS_NAME_L	{室内楼梯}
BLD_CUBEINTSTAIRS_DESCRIPTION	{作为矩形结构内部通道的一系列楼梯。}
BLD_CUBEINTSTAIRS_SUBTITLE	{建造模块}
BLD_DOORVARIANT_NAME	{全息门}
BLD_DOORVARIANT_NAME_L	{全息门}
BLD_DOORVARIANT_DESCRIPTION	{优雅的全息门，可让使用者快速通往任何建筑，并可调节室内温度和毒性。}
BLD_DOORVARIANT_SUBTITLE	{建造模块}
BLD_INFRALADDER_NAME	{基础设施梯}
BLD_INFRALADDER_NAME_L	{基础设施梯}
BLD_INFRALADDER_DESCRIPTION	{用于连接结构性平台的梯子，令使用者能够轻松抵达一定高度。}
BLD_INFRALADDER_SUBTITLE	{建造模块}
BLD_COLOURLIGHT_NAME	{彩灯}
BLD_COLOURLIGHT_NAME_L	{彩灯}
BLD_BLUELIGHT_NAME	{蓝灯}
BLD_BLUELIGHT_NAME_L	{蓝灯}
BLD_PINKLIGHT_NAME	{粉灯}
BLD_PINKLIGHT_NAME_L	{粉灯}
BLD_YELLOWLIGHT_NAME	{黄灯}
BLD_YELLOWLIGHT_NAME_L	{黄灯}
BLD_GREENLIGHT_NAME	{绿灯}
BLD_GREENLIGHT_NAME_L	{绿灯}
BLD_REDLIGHT_NAME	{红灯}
BLD_REDLIGHT_NAME_L	{红灯}
BLD_WHITELIGHT_NAME	{白灯}
BLD_WHITELIGHT_NAME_L	{白灯}
BLD_COLOURLIGHT_DESCRIPTION	{一盏用于基地照明与装饰的彩灯。}
BLD_COLOURLIGHT_SUBTITLE	{装饰}
BLD_MAINROOMFRAME_NAME	{圆柱形房间框架}
